# w_1 w_2 VF 
5.387267697302058345e+00 3.888799834324435878e+00 5.033961075823736309e-01
9.688769760852965263e+00 7.842461618066251638e+00 -4.038482774049045432e+00
9.583643150752301665e+00 8.397560228412388028e+00 -4.935443943366410124e+00
9.611659697065752184e+00 7.002839715372886964e+00 -2.816399971954526293e+00
5.424486466938286178e+00 8.462453058304607367e+00 -4.982843020930888045e+00
5.569357750904151416e+00 5.624397512330664206e+00 -8.569524132180976750e-01
4.438131471334054723e+00 2.892756566442596711e+00 1.050106639973817479e+00
6.007413470700201374e-01 9.191734861594309081e+00 -8.085634318646045315e+00
9.349960010179362513e+00 9.885896344061547936e+00 -7.545571345835925925e+00
6.513665573790623498e+00 7.386023282505864707e+00 -3.066581837250852871e+00
8.637888887799949345e+00 7.164756450353166883e+00 -2.855510285589845765e+00
2.049989718197801292e+00 9.172817936951995321e+00 -6.811117436503993261e+00
5.376699784599414222e+00 7.393683035551937621e+00 -3.122789487941192377e+00
9.389548050132289214e-01 4.989737589413222096e+00 -5.187933922279643895e-01
7.409615135028837507e+00 3.427999359179609851e+00 2.955082887783628820e-01
2.117679166420054937e+00 6.190681765578387008e+00 -1.700509319896811533e+00
1.101285213142825681e+00 7.233006810105941931e+00 -3.733745030825959432e+00
9.316261577901766344e+00 1.803804579137736175e+00 -1.220387131092140365e+00
3.530062207504342631e+00 1.997482538220902271e+00 1.130825223517602396e+00
4.714342160246761004e+00 6.252552418821764491e+00 -1.540181833668613720e+00
2.846234354229109975e+00 9.249763873175643525e+00 -6.821204789448531258e+00
6.306403640576082381e+00 3.519489813934728595e+00 4.932465452002343653e-01
7.691004162819170986e+00 1.476506282364990152e+00 -6.780381606658938409e-01
6.876053007803251127e+00 1.298140192290431649e+00 -7.453701582271623494e-01
1.121838368689187071e+00 3.343690868474535893e+00 1.112697047879917633e+00
8.871529290657438338e+00 4.085848218359290129e+00 -2.574310367926972987e-01
2.787505690189218122e+00 9.579916361284826820e+00 -7.500168148078957486e+00
5.457836404331191993e+00 2.515509563192039888e+00 7.865822187159192680e-01
2.381648645291503996e+00 9.889652770382300062e+00 -8.203507509897464800e+00
3.082881759145555955e-01 5.256883100182303536e+00 -1.530321708647536028e+00
7.968510169005215138e-01 8.393443080212465546e+00 -6.069648683653214860e+00
1.123675931108831128e+00 2.817594234395029318e+00 1.449845053954048169e+00
6.578123302537950856e+00 4.130500182018577715e-01 -2.464715189882555890e+00
3.495084768164705924e+00 4.621330030834067237e+00 2.223429216537606834e-01
7.083482605987780012e+00 1.777963724062168321e-02 -3.629232931649314153e+00
9.534601623046974339e+00 8.299612328774795600e+00 -4.757126267766581762e+00
6.478483227303386549e+00 4.684208467286248734e+00 -1.652152885217237355e-01
7.880643494264768734e+00 8.680489843046467868e+00 -5.250389700871894050e+00
9.609915074819336267e-01 7.578266835574716254e+00 -4.403371471446009267e+00
8.391604196063349619e+00 3.291650568568049273e+00 1.231014309450966238e-01
6.286420211659105028e+00 3.235609278539910427e+00 5.668669897131604074e-01
2.677910827965524376e+00 3.065584457132127127e+00 1.342734502279197883e+00
9.894817174436205676e+00 7.659504172317139314e+00 -3.811499521369116295e+00
6.677377346977207695e-02 2.984918715942704637e+00 7.596367846708727001e-01
5.166210796645297698e+00 4.475306670358734529e+00 1.642983541823905824e-01
2.090268635880899062e+00 2.030128347660896893e+00 1.494602596736511302e+00
2.011098501924126758e+00 2.351938030365551491e+00 1.557618776801971805e+00
2.419549781163898849e+00 1.497389841753806516e+00 1.089097585179841232e+00
9.687054718105756024e+00 2.471170280136557817e+00 -8.835278293117898585e-01
3.086979837743823563e+00 7.231048516749970512e-01 -3.165073125856014968e-01
1.161048450246773500e+00 8.685651561294203127e-01 7.441281594801676391e-01
2.826074524624770934e+00 6.808318209162527168e+00 -2.439176388317720878e+00
2.267926254118373564e+00 6.002957311231035042e+00 -1.423643023357728410e+00
1.862155157829829655e+00 6.658515734062699032e+00 -2.424551955657081592e+00
3.053759956707649881e+00 1.646584405121874983e+00 1.021137644886037421e+00
9.810508656707799702e+00 2.798098375082769262e-01 -5.359893013606781054e+00
1.886981260732929488e+00 1.632525741420641774e+00 1.365564482402986002e+00
8.012711781557245061e+00 1.522402549499824453e-01 -3.672038716729732144e+00
8.110554027518389830e+00 8.385725890443053165e-01 -1.997844793368132699e+00
6.627531422006844863e-01 3.886034883028085751e+00 4.536351944552716731e-01
3.950538322580783301e+00 9.183062340358672415e+00 -6.537552080349998462e+00
5.447444972678042951e+00 6.921816703721400899e+00 -2.399845980806277979e+00
3.217045990002665334e+00 3.663101054836645498e-02 -1.813273804727943528e+00
8.185661365831508718e+00 2.446983460938138677e+00 8.351208362728179679e-02
2.756876156485470464e+00 8.054831715979480222e+00 -4.463066181051546621e+00
1.609055804937478795e+00 4.245265671408767205e-01 -1.403988919919374467e-01
7.307126337997085663e+00 1.451485431854029895e-01 -3.372430501738564956e+00
7.069677412965911678e+00 1.613964977930623768e+00 -3.429871106054651619e-01
3.188509138966731271e+00 6.499759976486854995e+00 -1.964447807404214430e+00
3.504794175993244387e+00 9.778516024119277006e+00 -7.770276824128815818e+00
9.085240618709677918e+00 9.903939298960712234e-01 -2.450702483882198024e+00
9.494120798560006236e+00 8.946676985097624879e+00 -5.881404753075914371e+00
7.396935530028986072e+00 7.475545686887302921e+00 -3.195313487085515547e+00
2.284484512266818701e+00 1.494524299500246567e+00 1.134696700959464621e+00
7.741819183452466335e-01 7.832684441502792083e+00 -5.043131377780811775e+00
2.539925979428073743e-01 5.872032437179292685e+00 -2.617866146960297513e+00
6.034615795456721443e+00 7.552444366415893562e+00 -3.337685634382070887e+00
5.642561013417023652e+00 1.904118915750343533e+00 4.339396940777060507e-01
2.479730560467830802e+00 3.069508944902655134e+00 1.355828269151968968e+00
4.194229443356789488e+00 4.848136290045427899e+00 -1.585349335801033988e-02
7.476668978216011174e-01 2.374390024365025553e+00 1.484264170401727867e+00
6.121194777176485857e+00 2.142152310876572763e+00 4.373055939795431613e-01
2.571449298186247456e-01 9.600051667950753043e+00 -9.533242495032029140e+00
2.261107742443267732e+00 2.162637789705887936e+00 1.488511379691770387e+00
7.773829793893660245e+00 5.989003308782106849e+00 -1.474392461241224694e+00
8.230365014323508532e+00 1.309299907021891585e+00 -1.141042730305345643e+00
6.648415107961621606e-01 7.920987885638790083e+00 -5.343273236998358655e+00
4.244649313365115972e+00 3.705796203691629653e+00 8.148481454700213789e-01
9.573075356258665914e-04 4.530830385095230284e+00 -8.466261448338645579e-01
6.405373374231952965e+00 9.780934132063112685e+00 -7.407968078274281609e+00
5.202792976052120544e+00 6.223285633793728344e+00 -1.489827517420055258e+00
9.157912997185588821e+00 5.761486940061963935e+00 -1.435702631133610296e+00
3.116014675584825699e+00 8.571407025757125098e+00 -5.433062199852431107e+00
5.096704918338978985e+00 9.215216577073494619e+00 -6.453469079337084580e+00
5.946098106668689098e+00 1.981266779103572073e+00 3.876634819898736595e-01
6.392768495131112338e+00 7.690175783961056943e+00 -3.543545660562815058e+00
8.885942398318244173e+00 5.765314226136852405e+00 -1.388528293580749917e+00
9.415284698171996425e+00 4.783361550938144191e+00 -7.993199835764261962e-01
8.451537486344891548e+00 9.684806681452414523e+00 -7.132953972904944706e+00
4.616579998109321181e+00 9.741296122819917969e+00 -7.537062276736834932e+00
7.156170783888873288e+00 7.551175777517557641e+00 -3.304346908815206874e+00
6.442804922199689699e-01 4.201987638141130077e+00 1.377059724181872724e-01
6.812109814665591456e-02 3.059159264484781815e+00 7.099233495537173866e-01
2.579488467959237141e+00 1.416200129537842356e+00 9.499695352278632043e-01
7.954577937836318391e+00 3.734155156730273539e+00 9.975061984732569442e-02
9.292114201597282630e+00 1.234499164703253271e+00 -2.173674200312236238e+00
1.316657308904259915e+00 1.642392470064791388e+00 1.489401183789594185e+00
9.036391877327778488e+00 9.114666959022359904e+00 -6.120788250351326454e+00
8.985710618831332042e+00 3.364870160113091035e+00 -9.914303990081130280e-02
5.828362069844299498e+00 3.303566000626100951e+00 6.515146467136201380e-01
7.220789112998801329e+00 2.536536816722461563e+00 3.164044052828085540e-01
2.544572696828562020e+00 2.143486242820779264e+00 1.422979739378204656e+00
7.826389188722303603e-01 2.367279189668592743e+00 1.500564973684957337e+00
3.612985115990767215e-01 1.576835072180292618e+00 1.226519682444630277e+00
4.501596291813157791e+00 7.806402617905788155e+00 -3.895387258147822607e+00
4.435963922098628665e+00 4.991451916110281495e+00 -1.663632212439569713e-01
3.551197723077392787e+00 8.132427047875047776e+00 -4.576354921562598932e+00
7.906266662255506894e+00 9.044541965059099908e+00 -5.928086546598935413e+00
5.844342639862126987e+00 3.624338644926343278e+00 5.454995502950605868e-01
2.694867426099631924e+00 1.556737086367588896e+00 1.049859998747704637e+00
6.170271936786083877e+00 8.653191269366923066e+00 -5.270317752030679870e+00
5.983332842221884107e+00 7.516015482087031740e-01 -1.466193701489830303e+00
5.827836088148418803e+00 8.498640208827891840e+00 -5.010389244183899748e+00
1.265222871697361473e+00 9.251494699218314466e+00 -7.388730173115620303e+00
2.228981166704978367e+00 3.909963235745210763e+00 8.135922058718261241e-01
5.429324584649338981e+00 8.813203220904627599e+00 -5.644180346513168800e+00
6.010564496778760812e+00 8.520908025892671489e+00 -5.035531636676752854e+00
7.905673860008408660e+00 4.035666710971461124e-01 -2.937711891718210566e+00
1.914400468580581105e+00 4.586648366991991077e-01 -2.211043691495451213e-01
3.226733307223860425e+00 7.496605579190220858e+00 -3.475343220517972398e+00
5.421992349235293496e+00 2.436837241555603661e+00 7.802288595121336101e-01
8.440391503075664659e+00 9.691716365019678037e+00 -7.145548248779961753e+00
4.320252626348441538e+00 2.272039311493435854e+00 1.021081950631922197e+00
4.916498771688483593e+00 7.131966334670374330e+00 -2.744188923621551979e+00
7.546420311648496693e+00 7.146057296911952683e+00 -2.748622816288845527e+00
7.245103845965777722e+00 8.998761118592284447e+00 -5.857101103290917266e+00
9.104854862552373973e+00 9.125175236253484812e+00 -6.147563572041692126e+00
6.054724673289062054e+00 5.133944874138497205e+00 -4.683985152514669181e-01
1.799788072748373047e+00 3.562188896054645504e+00 1.063320361427029681e+00
4.454403337396050766e+00 6.355597153071216532e+00 -1.683651293627919543e+00
8.234133524505464763e+00 5.412340451286046239e+00 -9.902113166172075154e-01
9.160857428751432607e+00 6.148444488433812971e+00 -1.787358843372205186e+00
7.386745961925296200e+00 4.321896757832194846e-01 -2.666231185430662620e+00
1.545156887585142691e+00 8.950783994447370162e+00 -6.538277602638119745e+00
8.117919102535223752e-01 1.942959962482409875e+00 1.528021535603327763e+00
5.093120357245434882e+00 8.771587342143806865e+00 -5.600643652491273272e+00
6.539135310317965022e+00 3.752284896785603507e+00 3.658752768533286570e-01
1.482687973999422315e+00 3.309299186919349989e+00 1.213401406072078359e+00
8.940292196045040996e+00 9.501150408269330327e+00 -6.817351750680247235e+00
7.728274650893271591e+00 9.654574108626524875e+00 -7.079732525045985270e+00
3.412796833339195146e+00 8.105138711228885740e+00 -4.533206635504031468e+00
3.988586697241990997e+00 7.196955930655778211e+00 -2.922087083337830293e+00
2.792522824388341540e+00 4.043285057610375155e+00 7.302152774063852547e-01
9.306952634271945968e+00 2.387139512123152674e+00 -5.795062258839625002e-01
7.449916408544894786e+00 4.343339906883620927e+00 -8.865989930927931084e-02
4.640191752229762656e+00 4.775285293337863557e+00 1.202327897770416598e-03
3.305556945465596641e+00 3.298250569693778278e+00 1.179924616240894508e+00
3.348281587325893760e+00 8.902184197563208556e+00 -6.066696291672998953e+00
6.948396529732754345e+00 5.579122577344223011e+00 -9.864409330766665818e-01
9.690389719714755046e+00 7.969702658795660533e+00 -4.242993902182208288e+00
1.791316086735049717e-01 5.405500249665650792e+00 -1.936779109062628734e+00
8.162708621427956501e+00 5.081059235145296782e+00 -7.093235484790074707e-01
8.066294550623251958e-01 2.139489662996224562e-01 -3.454496547346952440e-01
6.258787475693194935e+00 2.872510648917769305e-01 -2.644409387023189950e+00
4.940891985903867578e+00 4.624705109723626251e+00 8.346672565676094280e-02
9.835996775254059798e+00 3.686929551083188983e+00 -6.372268736595305683e-01
5.460154041162573968e+00 6.903092816562206302e+00 -2.372494142968209374e+00
5.151991018089627339e+00 4.240722822549400917e+00 3.288470398401823758e-01
2.070977071043880180e+00 5.944759572909720902e+00 -1.385102525819094765e+00
7.764539325111252666e+00 6.562634386483434668e+00 -2.068439842900263059e+00
2.318746159836559961e+00 7.392465524799259668e+00 -3.380191907053815115e+00
9.287588866843972113e-01 9.208992510402975284e+00 -7.655944228754380632e+00
2.722769636491255252e+00 2.797517412050289476e+00 1.405236824648453009e+00
8.973506290193666857e+00 6.758006916268931796e+00 -2.396510357968510974e+00
9.029314752085779716e+00 2.453641441009411839e+00 -3.112179042072984458e-01
8.046459297849191117e+00 2.193456291910261591e+00 -1.790821459144531502e-02
9.796794439557084289e+00 5.543837325117316972e+00 -1.446506519569085825e+00
5.067539951946544718e-01 6.327138775840588814e+00 -3.019590199342930603e+00
2.521528395569896830e+00 3.270457084097224687e+00 1.270539579913018358e+00
8.861936639911013103e+00 4.801762109329271944e+00 -6.414155733073148014e-01
2.475630920634727783e+00 3.683556433462155777e+00 1.014457027195019734e+00
8.075994787890623527e+00 9.055770394560665792e+00 -5.950701719033533621e+00
8.586850216578152839e+00 8.983081073822752671e+00 -5.838584883371369827e+00
7.476500886919912325e+00 2.935229682969932696e+00 3.298084205016476034e-01
4.501589689055665588e-01 7.250705868049134750e+00 -4.517269280855545688e+00
4.639790577023190643e+00 5.309283709109294591e+00 -4.831794055644440533e-01
8.405692810932405834e+00 1.139310360636069074e-02 -4.362507131299937058e+00
2.395673966368458530e+00 3.605486553997127253e+00 1.069459846359675836e+00
2.740781949158547892e+00 2.199876208521163168e+00 1.394996777293270540e+00
6.204720410321110435e+00 5.160731232110435052e+00 -5.111001000041159870e-01
6.533365637446420848e+00 6.548727825514935930e+00 -1.945722550619395363e+00
4.534476851448540735e+00 9.238902001167449418e-01 -4.926440365379693986e-01
2.874559536215532951e+00 3.223164713271872817e+00 1.266841670614665460e+00
1.095057442540701809e+00 9.545133586672779558e+00 -8.178630020702259529e+00
2.221758160855139330e+00 4.764130935797874500e+00 3.463488782290191637e-02
8.664536714201332757e+00 4.237127587941456497e+00 -2.678163995733502389e-01
3.186227106921104557e+00 2.682073047721698522e+00 1.345613303827120077e+00
4.434109477450464132e-01 5.761135526329161038e+00 -2.189184343325907278e+00
3.449432412293988559e+00 2.409620844812416507e-01 -1.467563340906055558e+00
8.481805798535418717e+00 7.322555854534434694e+00 -3.050738512538375247e+00
3.689714610476100276e+00 9.252655901138336247e+00 -6.711890273145401764e+00
9.854397983713919729e+00 9.219301625525584853e+00 -6.421640907414259303e+00
4.092363340231415236e+00 8.322497327608193274e+00 -4.881818197434769857e+00
9.458474049266683892e+00 5.742855571177449825e+00 -1.492912146844902921e+00
5.536455898080199223e-01 5.360734135431729719e+00 -1.404358543222771871e+00
5.167979362818001299e+00 7.303454374109441538e+00 -2.993531672400424171e+00
9.773678115610724859e+00 8.832466984423648526e+00 -5.730263706995176065e+00
9.772251634077964155e+00 3.264731353650970558e+00 -6.038662198698165895e-01
7.822609173591183129e+00 9.488950215989753190e+00 -6.764996128506028938e+00
4.838514198390225118e+00 6.163392771657669300e+00 -1.425032939063386905e+00
3.807805756247389706e+00 2.525923504427924904e+00 1.201492932392282498e+00
2.098225549285296143e+00 3.341249933835275243e+00 1.232220124104058456e+00
3.271649044215210189e+00 6.996101305531604808e+00 -2.682021872489714909e+00
8.825744383984387653e+00 8.654288042383130986e+00 -5.262348666554318655e+00
4.194348981505438445e+00 8.210286902057468694e+00 -4.660707104369068432e+00
4.150585273101711437e+00 9.051436782834899830e+00 -6.252212910330856133e+00
5.697720451079006487e+00 7.711507180119505200e+00 -3.620678579318338919e+00
7.305256850137016755e+00 5.380542362956517444e+00 -8.492264407686906935e-01
9.516923971070839983e+00 4.243937788607681227e+00 -5.801473408937471987e-01
4.090392547554816183e+00 1.507847756400096384e-01 -1.953794586239384401e+00
1.347783606523498268e+00 5.845538920858809995e+00 -1.494898199220189738e+00
4.202157178947981464e+00 7.073363042008940837e+00 -2.710304484702648509e+00
8.070780203144709120e+00 9.011570074900236094e+00 -5.868058115011082876e+00
1.649930910079094426e+00 7.168512821606073615e+00 -3.252204702002929437e+00
3.832413936986517111e+00 6.679303020540382718e+00 -2.164668070035988379e+00
4.514177738892082736e+00 6.826369921166008936e-01 -9.608046242501604439e-01
8.272530310335254100e+00 2.901119667734289642e+00 1.721712617436406134e-01
8.416492787662251729e+00 2.085301068627733123e+00 -2.264367066090944292e-01
1.464619496546010646e+00 1.427378445742682356e+00 1.330185104976406407e+00
7.611667120179371970e+00 2.835692679812102490e+00 2.960017267614585279e-01
7.324928227819860638e+00 2.658122241538028341e+00 3.230882498901319622e-01
6.769408557374995361e+00 2.465348210116879546e+00 4.020118508487922071e-01
1.378116903995816322e+00 8.249580978413066035e+00 -5.199639369267972100e+00
9.362138658653696766e+00 8.794274348736315972e+00 -5.588927777949722397e+00
6.599527219655300092e-01 2.782877933975825169e+00 1.286398404510689986e+00
7.544298333558393743e+00 4.924466274741492455e+00 -4.993446854641678812e-01
2.703132658139564271e+00 3.777822804958556713e+00 9.464323341380787014e-01
2.970831139116911768e+00 7.109091147115294440e+00 -2.877625743043610740e+00
5.059846703349585084e+00 7.903511232013378240e+00 -4.008037070045249450e+00
7.330689085515334824e+00 6.384880253872121436e+00 -1.837762099923567760e+00
3.013574397099231916e+00 3.442228177373265030e+00 1.150557395652866077e+00
6.496667016701066721e+00 7.303964841301476163e+00 -2.945152868516744959e+00
7.079783805001995667e+00 9.768780204808159340e+00 -7.328912517055870879e+00
5.054589140626466470e-01 9.286259461100968338e+00 -8.443634861847387540e+00
1.784900289422688635e+00 9.113226880464054602e+00 -6.771398177137600172e+00
6.440746512308864524e+00 5.812395301361614308e+00 -1.143258745549248445e+00
5.464990092306676317e+00 7.800124546958446814e+00 -3.790209884871730495e+00
3.539813537425449130e+00 5.688400707462593964e+00 -9.029982814099657418e-01
7.436253155565298867e-01 6.345135890974303194e+00 -2.770158369792627084e+00
4.418354550444303364e+00 8.990521353796506077e+00 -6.095702317077668297e+00
1.102529637397541951e+00 4.873170461296866485e+00 -2.807370168156939627e-01
3.798804168299882988e+00 7.419963255554934634e+00 -3.302156179677696812e+00
9.281598426859853035e+00 4.428890176625499109e+00 -5.591934927506390096e-01
6.604608016957449479e+00 9.287492717756258287e+00 -6.444684987189249981e+00
9.196693327041224109e+00 5.497653512718238211e+00 -1.226140785263853061e+00
1.778596853757234975e+00 8.979298902048358233e-01 6.125738723203522085e-01
1.695587751452594993e+00 1.729323242483976619e+00 1.468021730543112469e+00
5.153369020531513023e+00 7.175860457274066739e+00 -2.795093645225280810e+00
7.783620084814299567e+00 7.457669881061735673e+00 -3.184899801854045975e+00
2.388151723699928120e+00 8.353194016909990083e+00 -5.049918349366636861e+00
1.725974073103807857e-03 4.733806479067983020e+00 -1.122861320618541825e+00
6.395725018205443035e+00 9.777432458192011566e+00 -7.402181140147151339e+00
8.646563357012402307e+00 1.067107355608120312e+00 -1.862329153809698212e+00
8.736052548391826988e+00 6.685125921400026705e+00 -2.284221212845297444e+00
4.307578768433642402e+00 7.596098756754668280e+00 -3.549861930892804551e+00
5.479109744427661077e+00 1.443214161847990340e+00 -1.599423715379266753e-02
4.941250111562170311e+00 4.068997535665837439e+00 4.729868547292408465e-01
5.102292985291529526e+00 7.953043830947341242e+00 -4.091039339895361948e+00
6.058789056010569496e-01 7.837516433949502037e+00 -5.276097689406016755e+00
2.926116288306737090e+00 4.024433260594811657e+00 7.487438769312557696e-01
3.131492145948695516e+00 3.760471115350008997e+00 9.442973113618773340e-01
4.799842216619040869e+00 4.004780396323828207e+00 5.371198786888253807e-01
3.987701293474385622e+00 7.329240789618667762e+00 -3.134457758395003069e+00
6.314143059215370002e+00 4.988360924768464599e+00 -3.810948714381101610e-01
4.365042575432434013e+00 2.898136938509908500e+00 1.066153207677414727e+00
5.731226841276400918e+00 2.265328974171328724e+00 6.280691039282810806e-01
6.288650181165258424e+00 2.797405482971800694e+00 5.928050908260029672e-01
8.482022250226297189e+00 3.400279407786211294e+00 7.914665597490788684e-02
5.139625480982152439e+00 8.872398646192440452e+00 -5.788033516029829073e+00
1.999150144659857631e+00 9.457260857549000477e+00 -7.430995438480751503e+00
5.052547149037264873e+00 7.311442338246529893e+00 -3.014642903115602124e+00
1.102553076548451250e+00 6.390212111820661178e+00 -2.490202754270287144e+00
3.790429066363595556e+00 3.419131525176144049e+00 1.043515701894646597e+00
7.466860023801588087e-01 2.964372991373903421e+00 1.227188101387580943e+00
3.896624549844731611e+00 3.268300960377923836e+00 1.082030076417138886e+00
4.359658723076809572e+00 3.137522013043231528e+00 1.021868669777175498e+00
5.475340200688457948e+00 6.333618731551005965e+00 -1.622869629645721901e+00
1.622215213270534528e+00 9.612174675455726458e+00 -7.895456216065214861e+00
8.584169538692755452e+00 3.215982543566314744e-01 -3.614623528672384012e+00
6.020512454262376245e+00 6.997442746130678515e+00 -2.498559428611772049e+00
6.797844791316093094e+00 4.490838470844641606e+00 -7.414127618540256037e-02
8.580336158895804033e+00 8.229378251915518305e+00 -4.482705278671348381e+00
2.264067302511736823e+00 4.623055969968223877e+00 1.748988839099165915e-01
7.796789070504794417e+00 7.022001308723590185e+00 -2.605026912875475276e+00
2.039561858744464384e+00 6.854253734851798896e+00 -2.642458731541411865e+00
8.446369329673206749e+00 5.907736260885696034e+00 -1.461053424864077854e+00
9.330532083806506449e+00 2.285417881144974572e+00 -6.839934011222812416e-01
7.999386356119257968e+00 4.644330868592693840e+00 -3.683681616093981148e-01
3.803436517500522474e+00 7.640010843912044436e+00 -3.674058021279053676e+00
7.131852931326214673e+00 8.564073353046969928e+00 -5.049041739664973605e+00
5.686689846198985876e+00 8.616724232479020529e+00 -5.245318057015539992e+00
7.120790181177302003e+00 1.303780348672206602e+00 -8.008132004179078223e-01
1.600740119682103835e+00 4.171786077469877618e+00 5.404979838058334707e-01
9.463623994916634530e-01 1.697251698530248820e+00 1.494675616850143385e+00
3.469176524843859966e+00 9.290393288115602388e+00 -6.817177462624387729e+00
4.538839527706681309e+00 4.430262112969407085e+00 2.869740677997452138e-01
5.943471130456329021e+00 9.778479757771252334e-02 -2.968865783303046513e+00
8.463312763823891416e-01 7.610041565839166466e+00 -4.582361812004821289e+00
5.361442582905435295e+00 2.658625295570467895e+00 8.311743292724695920e-01
5.109990805554559756e+00 8.654358742898704548e+00 -5.376557844574564982e+00
7.351247862590844839e+00 3.675560002728214481e+00 2.355364753166195868e-01
4.941735362187258396e+00 9.141277035889864067e+00 -6.326703512109817851e+00
1.972331729605490525e+00 6.374764189416509019e+00 -1.990136295673439193e+00
9.298515473706983059e+00 7.496137420085458913e+00 -3.417945294757375407e+00
3.379604377378058189e+00 4.497574917105981562e+00 3.360386741114762543e-01
5.707892003537613057e+00 3.661901055471397104e-01 -2.210512598860079336e+00
6.762907539074849872e+00 9.385078717941203408e+00 -6.619474677019754338e+00
5.934466605774307624e+00 9.784239194079376034e+00 -7.462588047143073666e+00
3.131363660589878695e-01 8.735449374214519835e+00 -7.554853182169610548e+00
6.870131703198019579e+00 8.903731879398577576e+00 -5.696276304894128728e+00
6.771898624552026291e+00 5.470096955524707205e+00 -8.627908452181163312e-01
6.946338808033857504e+00 9.548439528749360861e+00 -6.918379239272328007e+00
