# w_1 w_2 w_3 w_4 VF 
8.694764623676096149e-02 6.898855958489908957e-01 7.043893879814225878e-01 7.854027155991255560e-01 -9.143479085421008179e+00
1.307695619302172707e-01 5.938686143782915261e-01 9.031730279511018811e-01 9.090007885284646649e-01 -1.260180857637196006e+01
7.155533446276553244e-02 8.837991243489228266e-01 5.387570920088408793e-02 8.828615779821191722e-01 -3.889464387019964775e+00
8.130052032867711720e-01 9.303629947263284405e-01 1.067655569225117035e-01 3.747148245587969551e-01 3.271881132653557955e-01
2.145392697261407078e-01 8.638824334101036229e-01 8.593089565385175765e-01 9.775556308786539361e-01 -1.066208931706588281e+01
7.076711043869048368e-01 7.078894526453154423e-01 1.511346995086451650e-01 2.068772206429186911e-01 -7.457013471482500933e-01
1.005967619160785254e-01 8.497916733323855887e-01 2.561214537942234637e-01 4.328710795716825821e-01 -3.712629517035802351e+00
2.498381647767617397e-01 4.511814447727724997e-01 1.914465971888424378e-01 9.070052883994583759e-01 -2.755088952740694097e+00
6.264019108892956433e-01 8.560506946664593331e-01 1.606125838014269558e-01 6.247714621407638447e-01 6.444751114125732983e-01
7.274889603891010470e-01 8.633763739596929110e-01 5.650610131267620462e-01 8.591405375731646643e-01 -1.505408729793431988e+00
3.117169616520805708e-01 6.753066963563112424e-01 7.168207404315295461e-01 7.420328669933787813e-01 -6.448834700725337044e+00
5.251696136549151017e-01 7.482611211717964395e-01 2.397833218790154930e-01 5.777289257727722394e-01 8.574882142787441097e-01
1.623330493096710736e-01 2.277675845554243128e-01 8.828504477370294201e-02 5.395347935970148390e-01 -3.065974573018815263e+00
8.298912824713370329e-01 9.261036355213138060e-01 9.733236080940624313e-02 9.450721362246023993e-01 -9.547832848242681081e-01
4.890871041591260404e-01 7.014660648268477017e-01 8.048291333690137384e-01 9.263672877185209487e-01 -6.682596931194291656e+00
6.572240558919322240e-01 6.825647938721359775e-01 1.946572565914216763e-02 6.430982010576457020e-01 -1.240321494439962535e+00
2.255744876079505135e-01 4.678324831151926544e-01 2.243008818605791432e-01 4.639958324283187108e-01 -1.002982707694878073e+00
5.385352707379278403e-01 8.208201466089150022e-01 1.473185495537529966e-03 2.037873153537204385e-01 -1.133031573323686203e+00
9.117719773181149900e-01 9.254637869145679874e-01 8.833830831543193485e-02 6.557762856664771656e-01 1.112512770623137470e-01
2.777540026654868877e-01 9.728143316237968241e-01 6.380656277605738502e-01 9.290779773962783983e-01 -5.976915912515531559e+00
5.405839980614970397e-01 5.781125313431634272e-01 4.314706598853965680e-01 5.236356272407787227e-01 -8.263706386734046561e-01
3.727271893363174882e-01 7.883078609536112724e-01 4.219474008221862915e-01 8.036280186872306608e-01 -1.267759205018778701e+00
2.827081926678154944e-01 7.230034907146568601e-01 5.355447370605510848e-02 6.282236811753975081e-01 -1.895342168520388171e+00
8.241376197282817007e-01 8.941733459775985660e-01 2.191630554799339214e-01 5.313262263639120242e-01 1.040939576176709735e+00
2.672484009626618362e-01 6.322258816264428871e-01 1.315245189090516638e-02 6.028131394164815138e-01 -2.181983377387775036e+00
7.675243721090286853e-01 9.714660746356531540e-01 2.719656853321992251e-01 5.230742878620181502e-01 7.268999285188240123e-01
2.053605410123484631e-01 7.889253429386370309e-01 3.773502401086288871e-01 9.055799747474935213e-01 -2.754760266378612599e+00
4.791083907851266255e-01 6.311042693679447257e-01 6.536291596635003531e-02 6.524520826762107983e-01 -1.040995911261100915e+00
4.691435335769784665e-01 6.884631063284497587e-01 4.157067698853786908e-01 8.063402958469695347e-01 -6.084223922775695570e-01
3.178088461685746879e-01 8.551450898116539356e-01 2.080527506570486740e-01 6.390342639443437056e-01 -7.760808977168185407e-01
1.196636538391589871e-01 2.048163577035571059e-01 6.240552048676378805e-02 7.529211726698584739e-01 -4.643194991026350138e+00
8.095964031072178102e-02 7.218491719786321870e-01 4.688192618031953862e-01 5.714271623655985399e-01 -5.290432302257928043e+00
8.025487371893322286e-02 8.464153700012498893e-01 1.937892943078702301e-01 7.782680245574492561e-01 -3.329357818584123052e+00
2.924532237103213417e-01 4.526017367537610858e-01 8.601347753273692609e-01 9.069068320879859479e-01 -1.032567513560172223e+01
2.888085943282083234e-01 7.326915544465638641e-01 3.684562789514776032e-02 8.911556899560935108e-01 -2.576160051042949206e+00
7.433136540075555576e-01 8.626392141139930247e-01 2.115421854253597134e-01 7.706788984988333091e-01 5.310299051780713597e-01
8.771416864018982684e-02 1.933931123509851635e-01 4.178072342288480789e-01 6.476425235057443608e-01 -6.002446201350318589e+00
2.577799694815828269e-01 6.391071610252343493e-01 1.713835568127699827e-01 2.510435780922575244e-01 -1.661527998500867298e+00
1.106841151042931536e-02 8.015063601474627930e-01 7.228682951111919941e-01 7.880798949579154167e-01 -1.049146117662056277e+01
1.034424419330532731e-02 8.033230904358444890e-01 3.067809972928929318e-01 6.226282898844497371e-01 -4.202820840190684137e+00
4.575298773692807464e-01 7.866828907239749036e-01 4.433115842307941978e-01 8.065644690398841021e-01 -9.139752563862320045e-01
2.363331948058384202e-01 4.904992906318221269e-01 3.649466923986165222e-04 8.858184824192784079e-01 -3.784177020767659272e+00
4.493634731418640338e-01 9.758301398069857413e-01 8.333518712275145290e-02 2.994035271311924484e-01 -1.073409047213049305e+00
1.873153547288264054e-01 8.980379510669832532e-01 4.342465916941910531e-01 9.865585643317493769e-01 -3.929089832586813102e+00
2.426177786259269831e-01 9.431709148930178532e-01 1.419943915501033216e-01 2.778905265879991204e-01 -2.703530538688996288e+00
1.643731696175180779e-01 6.542474312207706699e-01 7.960517939603621862e-01 9.100082068234583987e-01 -9.878997707134564266e+00
1.333124297591041230e-01 6.040405922668242722e-01 5.650917459822744071e-01 7.632303901067646335e-01 -5.691706692319650429e+00
8.305692844930002705e-01 8.518384693927342211e-01 2.074943065494508077e-01 5.492707599518074080e-01 1.048080298519591835e+00
8.303449758066759889e-01 9.477952912312909151e-01 2.216448367956767862e-01 7.928385810305388359e-01 3.535845218394850775e-01
4.991504478459763416e-01 5.527023320551393004e-01 6.714997388861667638e-01 9.145316986599474340e-01 -4.842170348482683906e+00
3.701127887381976400e-01 4.491093870306038238e-01 6.146468535564406643e-01 6.961815779326402387e-01 -4.351841592920417057e+00
7.945223999841775075e-01 9.407204881810786734e-01 2.999783692749382474e-02 8.625762375845124064e-01 -9.772782121802539024e-01
9.324802617534512228e-01 9.358255574153154788e-01 9.584766580957015947e-02 1.090568930575335771e-01 -2.651560449459042346e+00
4.962594667603044130e-01 8.779926321120140598e-01 1.647711323725689347e-01 1.678406810248559700e-01 -1.844213087627950998e+00
1.076680448300340043e-01 2.531128431270894263e-01 1.595074926896142553e-01 7.223319940699973740e-01 -3.719085118655408806e+00
8.568961457219322897e-01 8.875043392273714860e-01 1.682897851959717084e-01 2.612383892149586773e-01 -4.293903850699170022e-01
6.360469514799516055e-01 9.354251933404504893e-01 6.825936754486420233e-01 9.079816189963580975e-01 -3.635787748511079442e+00
4.119205709003200266e-01 7.503907124035276155e-01 2.069791964858397060e-01 9.358672973718669130e-01 -1.194958593652929224e+00
3.662692744988821358e-02 8.876446511624219715e-01 1.386682545034058633e-01 2.443182783986090345e-01 -4.692511398254980648e+00
3.350327317349239831e-01 7.514293730258786441e-01 4.567351533032196903e-02 8.241817467754017912e-01 -2.085039557237502450e+00
2.974934369573333792e-01 6.999302391494331976e-01 1.326175329794818947e-01 4.159750043165019728e-01 -3.370058988499469166e-01
7.552228940873483287e-01 8.721230130707087191e-01 7.036912504212169406e-01 7.849860504199320799e-01 -3.217918883774908423e+00
7.290383975167216146e-01 9.167424211033947667e-01 5.814184436577429782e-01 9.063374652771468698e-01 -1.881002745996697811e+00
1.675102687018589775e-01 9.733871993771711084e-01 2.023187591719743661e-01 7.605450156890757318e-01 -2.820574696208263177e+00
5.710687050513918450e-01 9.418097981834102628e-01 4.245065364787158901e-01 7.086512171909109536e-01 -3.328498429976978201e-01
6.117652060605509590e-01 8.432984333567449253e-01 8.203184162080439101e-01 8.671909730881819378e-01 -5.994799991903173364e+00
2.422118986662398776e-01 6.974915217260435618e-01 5.770237311202999764e-02 5.329637909238330584e-01 -1.585037049235682005e+00
4.012555235530754771e-01 9.461736356073382481e-01 4.129964849292778184e-01 9.649066860798763967e-01 -2.046323684989014069e+00
2.612176619154339408e-01 7.044843942604435139e-01 3.693367409485218689e-01 7.127982573185920323e-01 -1.450803683616031847e+00
3.047723692183916810e-01 3.957800289295601015e-01 3.576719418847987830e-01 4.499575639075669709e-01 -2.598706486785610892e+00
5.170907448578318522e-02 5.723814685831409010e-02 2.731924354351080719e-01 6.286363396991284658e-01 -6.223436915630623290e+00
6.054049131361957103e-01 6.957332776737331637e-01 1.834428416389964900e-01 2.939025276711287327e-01 7.231682230151701418e-01
8.558050730936102024e-01 9.179175651716002804e-01 5.774387590334310039e-01 6.264785415406773916e-01 -1.872981730848566784e+00
1.165379093184618770e-02 9.704524704878032537e-01 6.536541278840499736e-01 7.255888836729776914e-01 -9.588318417925636439e+00
3.596716981956103454e-01 6.095857670229216652e-01 5.297490303485772323e-01 7.410343267913982457e-01 -2.573294320206438002e+00
5.472081294374489535e-02 1.188928046050408555e-01 8.422024350806233128e-01 8.999142595858441451e-01 -1.369594052159677311e+01
2.876871930952746292e-01 6.901751052446631896e-01 3.847431883449052847e-01 9.130048375533563743e-01 -2.003269090278410047e+00
3.859486383026269340e-01 6.849642285629452543e-01 1.312747791732878366e-01 3.193987872627588875e-01 1.757182580915976899e-01
3.066518698213220873e-01 8.851367672448817725e-01 5.306647548291346661e-01 6.001520511770930266e-01 -4.019221599952887303e+00
6.548133108360506549e-01 8.603643779095928590e-01 6.894055079498005723e-02 6.813859662609680345e-01 -3.235680189474212654e-01
2.341586601353775471e-02 4.395031343280571545e-01 2.476004261569813569e-01 4.746290138885592147e-01 -3.171732332147607636e+00
3.979030135362043863e-01 4.368272513563169479e-01 6.460578537524665210e-02 5.292408587363925943e-01 -1.043518556576069400e+00
2.819890334422222589e-01 7.320343456677894656e-01 2.001372356639330718e-01 3.760049868368682824e-01 -8.114546746588420234e-01
2.044257358995636431e-01 8.718422233542005850e-01 5.878484899198644920e-01 6.479665054593795048e-01 -6.100494480360184824e+00
6.992535850881360648e-01 9.615867612592914337e-01 3.136564370155838222e-01 5.771774514770110498e-01 5.855136045274047518e-01
7.525394561726672649e-01 9.816490050861489403e-01 3.986766520410359171e-01 7.388576756004462398e-01 3.307523016438373986e-02
1.983794641682739834e-01 9.607359597104417892e-01 7.921374750756167427e-02 4.954657298220234707e-01 -2.867062008394833938e+00
1.772722511764373288e-01 4.113305522804333036e-01 2.934396904188874000e-01 9.387583987369042537e-01 -3.305940273049808198e+00
6.611523941421042494e-01 8.944511993707261466e-01 6.979602253750645524e-02 6.276460283847430377e-01 -1.804414318765612535e-01
1.739280613614287985e-01 6.184203099693470485e-01 2.903911182909084746e-02 5.271583083002593373e-01 -2.184581351526803772e+00
2.551143029158512987e-01 2.955765041154637673e-01 3.526227070709884726e-01 4.126085358429924521e-01 -3.996572859642137487e+00
5.336671241323566184e-01 9.840982674115962281e-01 6.837151725229219101e-01 7.597045338855598073e-01 -4.565511463748437748e+00
3.440336795984803575e-01 6.571612890016980124e-01 2.245142632262426274e-01 5.065496487222365118e-01 1.316530132457298663e-01
9.222014782646541509e-01 9.695139140337825090e-01 6.558930440041651488e-01 7.968235094520262907e-01 -2.661897690782391024e+00
3.919768302994641185e-01 8.077547359610472988e-01 5.009834644762167083e-02 9.109602341000513359e-01 -1.991920307862949713e+00
4.093280817745782452e-01 4.842556734736359614e-01 1.285519381853804655e-01 4.106828944162138617e-01 1.902054095548759705e-01
5.140756761860962136e-03 7.995841147519558989e-01 6.231889196312120904e-02 6.921478912607655909e-01 -4.576686898523400160e+00
8.404215543751510920e-01 9.023677119734645480e-01 6.041120911372633850e-01 7.251690284938558939e-01 -1.909438062426014326e+00
1.535979321836702938e-02 9.243447984217526558e-01 8.772737050208807884e-04 4.964784514841330543e-01 -4.471768309022388976e+00
6.205257805057107223e-01 7.258431306674524297e-01 4.890385287113714341e-01 9.119850911510876124e-01 -1.188491213688076087e+00
7.241542330574952668e-01 8.839338814226079810e-01 9.481629574874015365e-01 9.872988683826918743e-01 -8.011579064907460079e+00
1.224027801325546366e-01 4.807064185180465188e-01 5.516882970469186992e-02 9.308988688937638312e-01 -3.972551682032525733e+00
9.651632733750058202e-02 6.674231983512765032e-01 1.137168444103886511e-01 8.400905001097278557e-01 -3.372194762682022784e+00
6.751257357064931464e-01 8.304766445350539872e-01 5.075182731071790077e-01 6.053385316463795185e-01 -7.347897868079673600e-01
2.000539330012928163e-01 8.143833808632966464e-01 2.014973297656337814e-01 8.353640219535666267e-01 -2.147309835061593120e+00
1.416453538685970570e-01 4.925538234713046082e-01 3.157658109584988715e-01 9.387543985102639876e-01 -3.139457498284913939e+00
4.708415406853397878e-01 5.562210859044132150e-01 1.260372450706612746e-01 7.354690259607559177e-01 -9.965347352898792366e-01
5.898787200356092608e-01 8.988833174029968731e-01 6.596069142854454892e-01 9.364468608510191361e-01 -3.543863958618844734e+00
3.072361810178038666e-01 9.843079016482942922e-01 7.920098155686149388e-01 8.078391613559787743e-01 -8.745710643117542205e+00
4.317889072114102778e-01 6.513638872716289718e-01 3.861703954570602781e-01 8.201120027215567099e-01 -6.702426948579063293e-01
1.560047951299980973e-01 5.117163666738855365e-01 5.144807732227186792e-01 5.502767378838482326e-01 -5.044427043887553808e+00
2.524882073689488360e-02 7.673671536396224901e-01 7.346174041091584062e-02 2.690062076850153749e-01 -3.833319863991315302e+00
5.278187177965939503e-01 8.263799451268101226e-01 2.282841724251994386e-01 7.819181963145195313e-01 3.249002756873888842e-01
7.214238639876988102e-02 8.487728215589041003e-01 2.862004573478012515e-01 4.479746741045790293e-01 -4.218754082441153130e+00
3.547388225131170580e-01 5.631198763175969679e-01 4.662651659673640037e-01 8.656485878732176342e-01 -2.184508059446182315e+00
5.634051260426973240e-01 8.636923042163260344e-01 7.180777643424681722e-01 7.688595912396892773e-01 -4.485775618442682244e+00
3.116260388851765928e-01 6.710165855824179459e-01 5.489820800320899946e-02 9.840155212880173918e-01 -2.867116590943469490e+00
6.605699806101086313e-01 8.800971392913766733e-01 2.636553416628741320e-01 7.611700213547103466e-01 6.396349137727224132e-01
8.818914240671712479e-01 8.900827293923254668e-01 6.068580179739992975e-01 6.456179045608033684e-01 -2.233517312611832395e+00
1.062748802079577781e-01 6.280382523329791633e-01 5.189253316125044257e-01 7.649147067398234245e-01 -5.234186769011566653e+00
6.693142463553505284e-01 6.995837450919504263e-01 4.911350903973537574e-01 9.329936614566487485e-01 -1.283492162625679001e+00
1.369479963973902203e-01 1.919435462276758986e-01 1.756196299017102058e-01 5.135415575847438463e-01 -3.164484906809684972e+00
5.059589587307682379e-01 8.323446294891386765e-01 3.936701738014445340e-01 4.979421519297378418e-01 -5.868349722817658431e-01
6.994276521886527709e-02 7.615883713762257035e-01 3.335785027108666423e-01 4.156811663277529267e-01 -4.648575537911463940e+00
5.367552502294066219e-01 9.397417541181799505e-01 2.925372690451757407e-01 9.056788150197908616e-01 -5.566124512556900328e-01
7.956985751654138683e-02 1.975577894954514413e-01 5.650005958085070959e-03 5.712264291740614119e-01 -4.290651438023305175e+00
6.835867459163337267e-01 8.619500360051789434e-01 1.292584079535168129e-01 4.751251476306799781e-01 7.052793990217391951e-01
3.289988837077508221e-01 6.913538198041234706e-01 4.922653841030777411e-01 5.497023688367731475e-01 -2.751714099037224415e+00
1.035731908825862982e-02 5.834335996464925511e-01 2.043063750613203222e-01 4.359701281558258090e-01 -3.313899366957516079e+00
7.409864596726751795e-01 7.564220243080388428e-01 2.077162989908746815e-01 7.943860972405589749e-01 2.602347294037326009e-01
1.146826050562279459e-01 1.521667362489627362e-01 2.350479999393527142e-01 6.896331811362566011e-01 -4.608814009529398348e+00
4.546901029737783761e-01 8.841150940662874103e-01 5.709629593601789344e-01 8.194624139172906885e-01 -2.777420897458698690e+00
5.267366505676710497e-01 8.007884878463481515e-01 4.604375077437961594e-01 5.784856117788412799e-01 -6.215495778821011896e-01
1.401944920123393279e-01 3.536738385718661282e-01 5.322911905845429947e-01 7.576779332316065929e-01 -5.393469955340622235e+00
5.475258295497403838e-01 9.302465890422778605e-01 1.047544696601062364e-01 7.039030732725282125e-01 -2.570407070203604150e-01
4.279318450948355612e-01 5.478851159355903055e-01 2.311157417153089366e-01 3.705315045102232641e-01 3.174396533829320077e-01
1.828395858652138162e-01 7.362767745462486246e-01 2.720475923096615234e-01 3.064418533434315473e-01 -3.343644898010746047e+00
2.374731151803369245e-01 8.190948427932389642e-01 4.837099327606551591e-01 8.759852129984655456e-01 -3.491603913469093712e+00
7.842178193110199702e-01 8.848040414224879191e-01 2.132673863395030123e-01 6.623339500311732353e-01 8.765178086761604703e-01
5.378017329342874575e-01 7.880489798230769782e-01 3.352268571079364823e-01 4.081153452978346641e-01 -3.217267412325686138e-01
4.758935059896614583e-01 9.330182351736074908e-01 8.194543422110626973e-02 7.911681005362978247e-01 -9.919087215573103578e-01
5.448571575300331649e-01 9.229374289637126694e-01 8.981484987128282027e-01 9.328366825164083886e-01 -8.278410690977841213e+00
7.301253256823253546e-01 9.137712261330501740e-01 2.869618893462646050e-02 5.399890762158882085e-01 -3.452683289356333063e-01
4.018544680855074547e-01 4.202886879538795806e-01 1.263586311582397259e-01 5.902925589178313892e-01 -9.704600073953901784e-01
6.614360067390303577e-01 9.228581258561029399e-01 5.637949543005177366e-01 9.072136784115338859e-01 -1.881661562584350023e+00
4.577535420709266667e-01 9.100020489901516907e-01 2.354106378941976108e-01 8.075538311422147952e-01 -2.303506472302476737e-01
1.579619096455943672e-01 3.843280862764991146e-01 4.629517551236320139e-01 4.929100351950174708e-01 -5.174190725778311517e+00
6.318499574644355077e-01 9.779264134675664799e-01 3.472468372532238057e-01 6.626313796782760113e-01 2.518711060660390189e-01
1.422463097400595566e-01 1.865434098996762713e-01 1.062656340978998387e-01 2.353047258510097550e-01 -4.796661717658581736e+00
2.042509437762371205e-01 8.909229318336252534e-01 1.502926800013270614e-01 5.071498243426799668e-01 -2.322560390185126167e+00
1.578085408624116948e-01 6.298937835917557404e-01 1.246040582855880430e-01 3.365620721103180224e-01 -1.714705932505284025e+00
2.913905116682933283e-01 8.102601868002341501e-01 8.427557247103233118e-02 2.398754231970900153e-01 -1.498173106675382726e+00
2.728241689734557385e-01 5.893437161379134759e-01 2.637010793100147410e-01 8.009402343992392259e-01 -1.292385198825323656e+00
1.694506249119302477e-01 6.565058973381376894e-01 3.015081509553093619e-01 7.871372919551287151e-01 -2.131909175717341398e+00
5.114703694951121954e-02 3.796873878387887480e-01 6.920237528175056108e-01 7.625160097595112818e-01 -9.196836585510157036e+00
1.815936898426909196e-02 2.041184829791276856e-01 6.465856357522336006e-01 9.100793930899929718e-01 -9.671607997604661833e+00
6.437029355996184421e-01 7.961119457802916521e-01 4.852311202901737341e-01 6.212680161033397042e-01 -5.065724517010199435e-01
4.440873495884207212e-01 9.722342442945564045e-01 2.200361094322244304e-01 5.469039252385208272e-01 -3.635528314013942719e-01
1.498823532966671590e-01 3.812112236436390189e-01 5.088488600577821819e-01 9.518077228998987893e-01 -5.439182844522656879e+00
2.859830299967526801e-01 5.172057681803206020e-01 2.531439989355428466e-01 6.845576944013719300e-01 -9.507192341531638391e-01
6.630811829940729263e-01 8.959724782359799189e-01 6.349524788358061889e-01 6.855670557204629478e-01 -2.698702432904683590e+00
3.072372181284301410e-02 7.560019098040297869e-02 1.814614945617355479e-01 1.934234067996299100e-01 -7.712707568088527310e+00
4.858994294600336161e-01 8.058677859373943875e-01 5.387276716329515436e-01 5.739255372053100324e-01 -2.174080012859947786e+00
2.040177479976249819e-01 3.576986207344782231e-01 1.690946706107742947e-01 2.096620205722886376e-01 -3.292923284195454769e+00
1.336340037150962091e-02 6.972386464850475196e-01 8.461725108530386563e-02 7.614124311913395005e-01 -4.355269115236952260e+00
4.765734703782534831e-01 9.770958359013847128e-01 7.055868512626595201e-01 9.094656645071412804e-01 -5.312664637540061463e+00
5.338693411306386638e-01 9.017255313467835709e-01 3.232710948634826553e-01 3.567233217777107113e-01 -1.226888906705285720e+00
2.084496177863756905e-01 7.355166900283830467e-01 1.539623858087974251e-01 7.087393080606158025e-01 -1.905648378564551493e+00
6.173092739485971370e-01 6.818674089304898045e-01 1.477105112621204808e-01 9.206451847298661173e-01 -1.148996525881395669e+00
3.023872227985769934e-01 4.829611142509074306e-01 3.928322734468938093e-01 4.710670113048097685e-01 -2.420055590518410682e+00
5.856732697684199351e-01 9.599892376455788634e-01 7.699456322886081283e-01 8.357882427867217023e-01 -5.507316668725538378e+00
7.871709457286686640e-02 8.672008989673372081e-01 2.779270951624032149e-01 3.264122924648398261e-01 -4.959205059305348939e+00
3.671096499241319200e-01 6.250157316513347272e-01 5.180451126591084643e-01 8.082548950729716575e-01 -2.457850157598302943e+00
4.990783311708548720e-01 9.155697129934479150e-01 1.955396129002329730e-01 9.557256994739081746e-01 -1.059188187783101753e+00
5.670442524667889117e-01 6.010318549267261723e-01 4.034129598294697305e-01 7.812327000504493135e-01 -4.568953151009100822e-01
1.033351756126978660e-01 6.773426756321373476e-01 4.971769558262108535e-01 7.876473337325052837e-01 -4.976344843214173252e+00
3.609922712224151731e-01 7.908472536509384421e-01 2.811409148416103565e-01 4.959477087693080488e-01 -3.819919016208590534e-01
3.249100402202712568e-01 4.689547580021739548e-01 3.293737852088337581e-01 4.369847424718633078e-01 -1.553650674712622859e+00
8.953574707248375397e-02 4.036172136566773538e-01 1.486242371210834134e-01 3.396166462268512820e-01 -2.445845202337865842e+00
5.211695935175124639e-01 7.692726703437297031e-01 1.919370093845449710e-01 8.615978287961791882e-01 -3.823630277843310665e-01
1.613482731107636070e-01 6.243437556292604773e-01 5.110111333731593986e-01 5.292551672057376200e-01 -5.106470527093700085e+00
2.585549198435330154e-01 3.850752065155392811e-01 6.918314620803192039e-01 7.189917380015284909e-01 -6.835189313225678021e+00
6.927611320144407003e-02 8.241692825743026640e-01 3.900194706710385928e-01 7.411847747800237585e-01 -4.148905102526713407e+00
8.556989033216072515e-01 8.834285423651548896e-01 1.256377063069501476e-01 3.907102708992747919e-01 5.181561023949168288e-01
2.349290161194568793e-01 4.275811599789513529e-01 5.293997507379025191e-02 4.207124426675876161e-01 -1.368859661025796370e+00
2.458548090086828952e-01 9.247208743301180700e-01 3.774594738223683299e-01 7.296546847795221113e-01 -2.374744617393618640e+00
3.963977131261011699e-01 5.929592352647912179e-01 3.164031180430792456e-01 5.151763900234364035e-01 -3.580513946269014980e-02
7.382363086140755759e-02 7.972213749340527622e-01 2.586342037511396019e-01 3.740894684177957785e-01 -4.126693160388507309e+00
4.268150251149606667e-01 5.852197115241177805e-01 6.390360760932392581e-02 2.003519914411732161e-01 -1.027403604612340260e+00
6.682855019192197876e-02 4.613094872793826462e-01 4.970421482680714154e-01 9.504694405580365046e-01 -5.636752879370378722e+00
3.462161388942901485e-01 5.467200469053180578e-01 5.961321146173370611e-01 7.309496669932972202e-01 -3.791798085278452746e+00
6.417066480698732089e-01 7.879056659489714898e-01 1.679535555565600802e-01 9.261802937854073381e-01 -7.404186101694083533e-01
1.024237743396836237e-01 5.156051560004973888e-01 1.727289790521519264e-01 7.071674205881598452e-01 -2.578285406995648898e+00
8.589438088644903990e-01 8.943002871525357333e-01 4.988289535683861908e-01 5.040418992619964955e-01 -1.420040982027247267e+00
5.484411799426250345e-02 1.876396113452468706e-01 5.404415263184115803e-01 8.877147486267542575e-01 -7.947962791783838910e+00
6.147175535359732379e-01 6.802409557171785748e-01 1.514490360258556600e-01 3.148737825607859087e-01 9.105618062223594933e-01
2.599491986411680555e-01 9.230510690530350226e-01 1.746101129827092729e-02 5.881302784608496426e-01 -2.573674105892999719e+00
1.003465233168217841e-01 2.529462427332364594e-01 5.075725556022041285e-02 8.968355577297835168e-01 -5.118756387713888856e+00
7.133783211621576303e-02 4.158362567109323282e-01 2.188430802353106761e-02 2.176836281579241639e-01 -3.602488158284360864e+00
7.666906573698271943e-02 4.211852859156494100e-01 2.555998131500364923e-01 6.745156908465946843e-01 -2.811749268873770191e+00
4.032577693410912406e-02 6.948480053171777193e-01 3.584837736419382859e-01 8.196417945917043868e-01 -4.023509230343927712e+00
1.427573430483917993e-01 5.334397510662040043e-01 6.782592281680936974e-01 8.428178987858810922e-01 -7.816744515894770373e+00
8.617923654989681839e-03 8.003044523212687889e-02 7.306292296601225866e-02 6.073555037758580077e-01 -5.529318448071643743e+00
6.425909138015701849e-01 7.420919570387720654e-01 7.039166447817497840e-02 6.229966583876600517e-01 -4.775538047752210247e-01
2.452652808309417343e-01 4.559687033130606637e-01 6.465781877294202173e-01 9.027606324617343247e-01 -6.312168957433366145e+00
